f1
0.420384
0.74862
0.74862
0.420384
0.420384
0.74862
0.74862
0.420384
0.74862
0.420384
0.74862
0.420384
0.74862
0.420384
0.74862
0.74862
0.74862
0.74862
0.74862
0.74862
0.420384
0.74862
0.420384
0.420384
0.74862
0.420384
0.420384
0.420384
0.74862
0.420384
0.74862
0.420384
0.420384
0.420384
0.420384
0.420384
0.74862
0.74862
0.420384
0.420384
0.74862
0.420384
0.420384
0.420384
0.420384
0.879794
0.8768493881539823
0.8845897414264325
