f1
0.922342
0.698232
0.943137
0.942584
0.595358
0.595358
0.595358
0.897125
0.871467
0.919779
0.595358
0.941974
0.94155
0.595358
0.938002
0.944698
0.595358
0.595358
0.944689
0.946075
0.898929
0.595358
0.595358
0.945631
0.945566
0.595358
0.92418
0.595358
0.595358
0.595358
0.940691
0.595358
0.903314
0.9492839194723595
0.9492839194723595
0.9493734051901445
0.935308523530386
0.945156695155207
0.9493137490945843
0.9493184415553845
0.9493734051901445
0.9455905450798463
0.9455905450798463
0.9486556624889444
0.9481576666783441
0.9481576666783441
0.9481576666783441
0.947737175097318
0.947737175097318
0.947737175097318
