f1
0.673729
0.670132
0.673729
0.669804
0.665886
0.669804
0.669957
0.6604809300283362
0.6311187305737719
0.674078
0.594268
0.68158
0.594268
0.673557
0.676941
0.667362
0.594268
0.659905
0.662252
0.655662
0.649161
0.594268
0.673973
0.673558
0.594268
0.659911
0.658555
0.668859
0.664899
0.594268
0.594268
0.594268
0.671112
0.674871
0.659976
0.627326
0.665192
0.670076
0.685244
0.670628
0.675502
0.657762
0.678629
0.594268
0.594268
0.669721
0.6394769823530541
0.6610059720188928
0.6725633596304063
0.6574483888752756
