repetition,accuracy
1,0.6296296296296297
2,0.6111111111111112
3,0.6296296296296297
4,0.5925925925925926
5,0.6296296296296297
6,0.6296296296296297
7,0.6296296296296297
8,0.6111111111111112
9,0.6481481481481481
10,0.6481481481481481
