accuracy
0.943567
0.942778
0.942778
0.944751
0.941594
0.938043
0.941199684293607
0.9396211523283347
0.937253
0.937253
0.943173
0.94041
0.942384
0.943962
0.939621
0.936859
0.941594
0.942778
0.936859
0.942384
0.936859
0.936859
0.942778
0.940016
0.9412
0.936859
0.936859
0.936859
0.941989
0.942384
0.943173
0.943173
0.938043
0.943567
0.941989
0.935675
0.940805
0.941594
0.938043
0.936464
0.943962
0.943173
0.936859
0.936859
0.9329123914759273
0.9392265193370166
0.941199684293607
0.941199684293607
0.9404104183109707
0.9392265193370166
