accuracy
0.904
0.4576
0.4608
0.4608
0.4608
0.4608
0.8432
0.8064
0.6768000000000001
0.4608
0.8992
0.4608
0.8064
0.4608
0.7424
0.4608
0.8608
0.4608
0.4608
0.2704
0.7504000000000001
0.8768
0.8959999999999999
0.4608
0.4608
0.4608
0.4608
0.4608
0.4608
0.4608
0.4608
0.4608
0.4608
0.0784
0.4208
0.4608
0.0784
0.0784
0.3104
0.4672
0.0784
0.2688
0.4224
0.4608
0.2704
0.2704
0.4608
0.0784
0.4608
0.8832
