accuracy
0.6940000000000001
0.092
0.7020000000000001
0.65
0.728
0.59
0.672
0.7020000000000001
0.6940000000000001
0.19
0.732
0.578
0.726
0.652
0.45
0.732
0.648
0.736
0.7020000000000001
0.48
0.456
0.708
0.718
0.7020000000000001
0.726
0.002
0.6859999999999999
0.738
0.142
0.73
0.402
0.142
0.736
0.6920000000000001
0.7
0.7240000000000001
0.7240000000000001
0.698
0.726
0.728
0.14800000000000002
0.7120000000000001
0.6920000000000001
0.142
0.7040000000000001
0.142
0.7240000000000001
0.718
0.196
0.114
