accuracy
0.749
0.7
0.7
0.708
0.7
0.7
0.751
0.7
0.7
0.7
0.7
0.715
0.733
0.729
0.767
0.736
0.7
0.701
0.73
0.729
0.7
0.758
0.7
0.738
0.7
0.745
0.745
0.7
0.75
0.745
0.7
0.74
0.704
0.707
0.7
0.702
0.7
0.7
0.741
0.7
0.763
0.75
0.701
0.77
0.729
0.758
0.737
0.763
0.706
0.7
