accuracy
0.749
0.727
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.7484999999999999
0.768
0.7345
0.7525
0.7555
0.754
0.745
0.7645000000000001
0.768
0.7495
0.752
0.7625
0.76
0.7555
0.7465
0.7525
0.7465
0.732
0.7585
0.753
0.7334999999999999
0.7709999999999999
0.7354999999999999
0.7495
0.738
0.753
0.7465
0.7075
0.745
0.725
0.7505
