f1
0.950544
0.853153
0.853153
0.853153
0.396635
0.947614
0.853153
0.396635
0.853153
0.853153
0.396635
0.396635
0.853153
0.853153
0.853153
0.396635
0.396635
0.853153
0.853153
0.853153
0.853153
0.396635
0.396635
0.853153
0.396635
0.396635
0.853153
0.853153
0.853153
0.853153
0.853153
0.396635
0.853153
0.396635
0.895657
0.396635
0.853153
0.86234
0.396635
0.893402
0.853153
0.853153
0.396635
0.853153
0.396635
0.396635
0.853153
0.853153
0.978871322816722
0.9671815091654817
